"ProjectNumber","Year","Budget","GrantType","Topic","Country","City"
101096403,2022,3498875,"Advanced Grants","PE10 - Earth System Science","EE",NA
322603,2012,2259366,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","EE","Tartu"
647144,2014,1936431,"Consolidator Grants","PE3 - Condensed Matter Physics","UK","CAMBRIDGE"
261101,2010,1193759,"Starting Grants","LS9 - Biotechnology & Biosystems Engineering","UK","CAMBRIDGE"
250358,2009,2496641,"Advanced Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","CH","ZURICH"
759145,2017,2000000,"Starting Grants","PE4 - Physical & Analytical Chemical Sciences","CH","LAUSANNE"
246645,2009,2301600,"Advanced Grants","PE4 - Physical & Analytical Chemical Sciences","DE","MUNCHEN"
899538,2019,150000,"Proof Of Concept","Proof of Concept","UK","CAMBRIDGE"
250117,2009,2360136,"Advanced Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","CH","Geneva"
101116763,2023,1487796,"Starting Grants","SH5 - Cultures & Cultural Production","SE",NA
101054271,2021,2499355,"Advanced Grants","PE5 - Synthetic Chemistry & Materials","DE","JENA"
615574,2013,1995162,"Consolidator Grants","SH5 - Cultures & Cultural Production","PL","POZNAN"
865181,2019,1420365,"Consolidator Grants","SH1 - Individuals, Markets & Organisations ","DE","Mannheim"
716378,2016,1499086,"Starting Grants","PE2 - Fundamental Constituents of Matter","UK","CAMBRIDGE"
323719,2012,1047264,"Advanced Grants","SH2 - Institutions, Governance & Legal Systems","DE","MUNCHEN"
101087673,2022,2349755,"Consolidator Grants","PE11 - Materials Engineering","DE","KARLSRUHE"
101055224,2021,2792416,"Advanced Grants","PE2 - Fundamental Constituents of Matter","DK","KONGENS LYNGBY"
101045026,2021,1999981,"Consolidator Grants","LS3 - Cellular, Developmental & Regenerative Biology","SE","STOCKHOLM"
737587,2016,149723,"Proof Of Concept","Proof of Concept","UK","Preston"
263647,2010,1169936,"Starting Grants","SH4 - The Human Mind and its Complexity","UK","Preston"
883395,2019,2499787,"Advanced Grants","PE4 - Physical & Analytical Chemical Sciences","AT","VIENNA"
291414,2011,2496100,"Advanced Grants","PE4 - Physical & Analytical Chemical Sciences","AT","VIENNA"
101054580,2021,2497210,"Advanced Grants","SH3 - The Social World and its Diversity","AT","VIENNA"
772852,2017,1979052,"Consolidator Grants","PE10 - Earth System Science","DE","Bremerhaven"
322582,2012,2500000,"Advanced Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","CH","ZURICH"
101021272,2020,3499926,"Advanced Grants","PE10 - Earth System Science","CH","ZURICH"
339529,2013,1880373,"Advanced Grants","SH6 - The Study of the Human Past","DE","Passau"
202835,2007,1822000,"Starting Grants","PE8 - Products & Processes Engineering","FR","Sorbonne"
306659,2012,1499080,"Starting Grants","PE5 - Synthetic Chemistry & Materials","UK","LONDON"
336608,2013,1498984,"Starting Grants","SH6 - The Study of the Human Past","BE","LEUVEN"
101096728,2022,3148411,"Advanced Grants","SH4 - The Human Mind and its Complexity","IT",NA
101043738,2021,2765537,"Consolidator Grants","SH6 - The Study of the Human Past","ES","CERDANYOLA DEL VALLES"
267273,2010,928500,"Advanced Grants","PE1 - Mathematics","IT","PISA"
308246,2012,1076570,"Starting Grants","PE6 - Computer Science & Informatics","FR","LE CHESNAY CEDEX"
101039676,2021,1498410,"Starting Grants","PE6 - Computer Science & Informatics","FR","LE CHESNAY CEDEX"
726413,2016,1998544,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IS","Reykjavik"
693436,2015,150000,"Proof Of Concept","Proof of Concept","IL","REHOVOT"
249919,2009,2261440,"Advanced Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","IL","REHOVOT"
306706,2012,1150000,"Starting Grants","PE1 - Mathematics","IL","REHOVOT"
101069322,2022,150000,"Proof Of Concept","Proof of Concept","IL","JERUSALEM"
741767,2016,2499750,"Advanced Grants","PE4 - Physical & Analytical Chemical Sciences","IL","JERUSALEM"
246841,2009,2499000,"Advanced Grants","PE4 - Physical & Analytical Chemical Sciences","IL","JERUSALEM"
945674,2020,1612500,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","IL","TEL AVIV"
101000850,2020,1959968,"Consolidator Grants","SH5 - Cultures & Cultural Production","IL","JERUSALEM"
787514,2017,2495625,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","IL","TEL AVIV"
263318,2010,978678,"Starting Grants","SH4 - The Human Mind and its Complexity","IT","Trento"
754475,2017,1432730,"Starting Grants","PE1 - Mathematics","IL","HAIFA"
101075962,2022,1480000,"Starting Grants","PE3 - Condensed Matter Physics","DE","MUNCHEN"
648575,2014,1998863,"Consolidator Grants","PE2 - Fundamental Constituents of Matter","IL","JERUSALEM"
322809,2012,2496000,"Advanced Grants","LS6 - Immunity, Infection & Immunotherapy","CH","Basel"
819892,2018,1697776,"Consolidator Grants","SH6 - The Study of the Human Past","DE","Berlin"
290399,2011,1536600,"Advanced Grants","PE1 - Mathematics","DE","Bonn"
852439,2019,1499991,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","NL","AMSTERDAM"
899838,2019,150000,"Proof Of Concept","Proof of Concept","IT","Perugia"
338954,2013,2442078,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IT","Perugia"
780807,2017,150000,"Proof Of Concept","Proof of Concept","IT","Perugia"
966718,2020,150000,"Proof Of Concept","Proof of Concept","CH","ZURICH"
787097,2017,3210000,"Advanced Grants","PE7 - Systems & Communication Engineering","CH","ZURICH"
320401,2012,2319796,"Advanced Grants","PE2 - Fundamental Constituents of Matter","CH","ZURICH"
693017,2015,150000,"Proof Of Concept","Proof of Concept","DE","Bremen"
243195,2009,1299840,"Starting Grants","LS9 - Biotechnology & Biosystems Engineering","DE","Bremen"
948840,2020,1694375,"Starting Grants","PE8 - Products & Processes Engineering","PL","Krakow"
694786,2015,2614275,"Advanced Grants","SH4 - The Human Mind and its Complexity","UK","CAMBRIDGE"
101096659,2022,2499527,"Advanced Grants","SH4 - The Human Mind and its Complexity","NL",NA
309349,2012,1498660,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","UK","BIRMINGHAM"
818992,2018,1491803,"Consolidator Grants","SH1 - Individuals, Markets & Organisations ","UK","LONDON"
312715,2012,707716,"Starting Grants","SH1 - Individuals, Markets & Organisations ","UK","LONDON"
788380,2017,2498675,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","DE","BOCHUM"
339220,2013,1975242,"Advanced Grants","PE2 - Fundamental Constituents of Matter","CH","Bern"
279738,2011,679640,"Starting Grants","PE3 - Condensed Matter Physics","UK","LANCASTER"
885707,2019,1820816,"Advanced Grants","PE1 - Mathematics","AT","KLOSTERNEUBURG"
101039378,2021,1500000,"Starting Grants","SH4 - The Human Mind and its Complexity","NO","Bergen"
101002845,2020,1999510,"Consolidator Grants","PE6 - Computer Science & Informatics","CH","Ruschlikon"
639366,2014,1311688,"Starting Grants","PE6 - Computer Science & Informatics","FR","LE CHESNAY CEDEX"
268078,2010,1925673,"Advanced Grants","PE2 - Fundamental Constituents of Matter","DE","MUNCHEN"
101054336,2021,1956665,"Advanced Grants","PE1 - Mathematics","DE","Bonn"
258713,2010,1004000,"Starting Grants","PE1 - Mathematics","DE","GOTTINGEN"
101043083,2021,1740799,"Starting Grants","LS9 - Biotechnology & Biosystems Engineering","BE","LOUVAIN-LA-NEUVE"
759341,2017,1497125,"Starting Grants","SH4 - The Human Mind and its Complexity","FR","PARIS"
759659,2017,1499404,"Starting Grants","SH4 - The Human Mind and its Complexity","DE","MUNCHEN"
101097884,2022,2418011,"Advanced Grants","SH4 - The Human Mind and its Complexity","FR",NA
678151,2015,1489219,"Starting Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IT","Torino"
866400,2019,1902704,"Consolidator Grants","SH5 - Cultures & Cultural Production","UK","LONDON"
101045733,2021,1854188,"Consolidator Grants","SH4 - The Human Mind and its Complexity","IT","PAVIA"
101086988,2022,2993251,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IT",NA
780386,2017,149939,"Proof Of Concept","Proof of Concept","IT","MILAN"
282413,2011,1444742,"Starting Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IT","MILAN"
101088949,2022,1611768,"Consolidator Grants","SH3 - The Social World and its Diversity","IT",NA
336703,2013,1146002,"Starting Grants","SH3 - The Social World and its Diversity","IT","MILAN"
240895,2009,920000,"Starting Grants","SH3 - The Social World and its Diversity","IT","Milan"
101081529,2022,150000,"Proof Of Concept","Proof of Concept","IT","Torino"
957563,2020,150000,"Proof Of Concept","Proof of Concept","IT","Torino"
101041908,2021,1499290,"Starting Grants","SH3 - The Social World and its Diversity","NL","UTRECHT"
885090,2019,2500000,"Advanced Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","FR","PARIS"
864542,2019,1737225,"Consolidator Grants","SH6 - The Study of the Human Past","PL","Warsaw"
682982,2015,1937500,"Consolidator Grants","SH3 - The Social World and its Diversity","NL","MAASTRICHT"
820079,2018,1990000,"Consolidator Grants","PE2 - Fundamental Constituents of Matter","FR","Sorbonne"
639564,2014,485138,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","UK","LANCASTER"
336474,2013,1166231,"Starting Grants","PE9 - Universe Sciences","FR","PARIS"
321141,2012,1590035,"Advanced Grants","PE9 - Universe Sciences","UK","COVENTRY"
101113522,2022,150000,"Proof Of Concept","Proof of Concept","IT","Torino"
772168,2017,2000000,"Consolidator Grants","PE8 - Products & Processes Engineering","IT","Torino"
101081830,2022,150000,"Proof Of Concept","Proof of Concept","NL","DELFT"
639221,2014,1499186,"Starting Grants","PE8 - Products & Processes Engineering","NL","DELFT"
758703,2017,1500000,"Starting Grants","SH4 - The Human Mind and its Complexity","NL","AMSTERDAM"
638898,2014,1462383,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","FR","PARIS"
101059920,2022,150000,"Proof Of Concept","Proof of Concept","IE","DUBLIN"
861673,2019,150000,"Proof Of Concept","Proof of Concept","IE","DUBLIN"
727420,2016,129774,"Proof Of Concept","Proof of Concept","IE","DUBLIN"
681544,2015,2499942,"Consolidator Grants","PE8 - Products & Processes Engineering","IE","DUBLIN"
665674,2014,149774,"Proof Of Concept","Proof of Concept","IE","DUBLIN"
278516,2011,1501296,"Starting Grants","PE8 - Products & Processes Engineering","IE","DUBLIN"
833577,2018,2486875,"Advanced Grants","SH3 - The Social World and its Diversity","BE","LEUVEN"
616551,2013,2021755,"Consolidator Grants","PE4 - Physical & Analytical Chemical Sciences","FR","PARIS"
803258,2018,1497500,"Starting Grants","LS3 - Cellular, Developmental & Regenerative Biology","DE","MUNCHEN"
281604,2011,1498971,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","FR","PARIS"
339129,2013,2969345,"Advanced Grants","LS4 - Physiology in Health, Disease & Ageing","UK","Cardiff"
257106,2010,1393440,"Starting Grants","PE10 - Earth System Science","DE","HAMBURG"
759649,2017,1500000,"Starting Grants","SH5 - Cultures & Cultural Production","CH","Geneva"
641280,2014,150000,"Proof Of Concept","Proof of Concept","NL","DELFT"
765111,2017,150000,"Proof Of Concept","Proof of Concept","IL","REHOVOT"
727218,2016,150000,"Proof Of Concept","Proof of Concept","IL","REHOVOT"
309688,2012,1500000,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","IL","REHOVOT"
307687,2012,1500000,"Starting Grants","PE3 - Condensed Matter Physics","SE","STOCKHOLM"
804051,2018,1393979,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","UK","Sheffield"
679168,2015,1300000,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","PT","Lisbon"
638259,2014,1498463,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","IT","BOLOGNA"
312514,2012,590153,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","FR","PARIS"
804920,2018,1400885,"Starting Grants","SH5 - Cultures & Cultural Production","BE","ANTWERP"
680070,2015,1500000,"Starting Grants","PE8 - Products & Processes Engineering","CH","ZURICH"
101041069,2021,1500000,"Starting Grants","SH7 - Human Mobility, Environment & Space","FR","Paris"
842423,2018,150000,"Proof Of Concept","Proof of Concept","IT","MILANO"
340527,2013,2415767,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IT","MILANO"
670668,2014,2436379,"Advanced Grants","PE5 - Synthetic Chemistry & Materials","UK","BRISTOL"
246785,2009,1579277,"Advanced Grants","PE5 - Synthetic Chemistry & Materials","UK","BRISTOL"
101001221,2020,1877295,"Consolidator Grants","SH1 - Individuals, Markets & Organisations ","UK","CAMBRIDGE"
337054,2013,940200,"Starting Grants","SH1 - Individuals, Markets & Organisations ","UK","CAMBRIDGE"
966837,2020,150000,"Proof Of Concept","Proof of Concept","EL","Athens"
725698,2016,1968000,"Consolidator Grants","PE10 - Earth System Science","EL","Athens"
101076062,2022,1500000,"Starting Grants","LS8 - Environmental Biology, Ecology & Evolution","NL","Amsterdam"
802512,2018,1017275,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","EE","Tallinn"
308019,2012,960000,"Starting Grants","PE6 - Computer Science & Informatics","EL","Athens"
243322,2009,1511200,"Starting Grants","LS6 - Immunity, Infection & Immunotherapy","EL","ATHINA"
682417,2015,1644774,"Consolidator Grants","SH1 - Individuals, Markets & Organisations ","UK","LONDON"
694968,2015,2497268,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","DE","NEUHERBERG"
233161,2008,1999992,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","DE","MUNCHEN"
308024,2012,1494129,"Starting Grants","PE9 - Universe Sciences","UK","CAMBRIDGE"
677368,2015,1498750,"Starting Grants","PE2 - Fundamental Constituents of Matter","FR","Bures sur Yvette"
680890,2015,150000,"Proof Of Concept","Proof of Concept","FR","Paris"
281987,2011,1498997,"Starting Grants","LS6 - Immunity, Infection & Immunotherapy","FR","Paris"
714983,2016,1493750,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","CH","LAUSANNE"
101077954,2022,1449935,"Starting Grants","PE11 - Materials Engineering","FR","PARIS"
258482,2010,1401012,"Starting Grants","PE10 - Earth System Science","UK","Swindon"
851544,2019,1484038,"Starting Grants","PE9 - Universe Sciences","CH","ZURICH"
241003,2009,981415,"Starting Grants","SH3 - The Social World and its Diversity","AT","Laxenburg"
949719,2020,1499236,"Starting Grants","LS6 - Immunity, Infection & Immunotherapy","DE","MUNCHEN"
647858,2014,1970000,"Consolidator Grants","LS6 - Immunity, Infection & Immunotherapy","DE","MUNCHEN"
101018672,2020,2372637,"Advanced Grants","LS6 - Immunity, Infection & Immunotherapy","DE","MUNCHEN"
243046,2009,1727920,"Starting Grants","LS6 - Immunity, Infection & Immunotherapy","DE","BONN"
851693,2019,1499706,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","DE","MUNCHEN"
101042052,2021,1986991,"Starting Grants","SH5 - Cultures & Cultural Production","FI","JYVASKYLA"
101157871,2023,150000,"Proof Of Concept","Proof of Concept","IT",NA
852012,2019,1496250,"Starting Grants","LS9 - Biotechnology & Biosystems Engineering","IT","GENOVA"
101002772,2020,2000000,"Consolidator Grants","PE7 - Systems & Communication Engineering","SE","UPPSALA"
101041245,2021,1955213,"Starting Grants","SH6 - The Study of the Human Past","PT","FARO"
948878,2020,1496875,"Starting Grants","PE6 - Computer Science & Informatics","DE","SAARBRUCKEN"
759161,2017,1500000,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","NL","MAASTRICHT"
101158398,2023,150000,"Proof Of Concept","Proof of Concept","IL","TEL AVIV"
957512,2020,150000,"Proof Of Concept","Proof of Concept","IL","TEL AVIV"
101003021,2020,2150000,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IL","TEL AVIV"
716220,2016,1479995,"Starting Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IL","TEL AVIV"
101069379,2022,150000,"Proof Of Concept","Proof of Concept","IL","TEL AVIV"
637692,2014,1500000,"Starting Grants","SH6 - The Study of the Human Past","DE","Berlin"
337595,2013,1500000,"Starting Grants","PE9 - Universe Sciences","HR","Zagreb"
101116482,2023,1496479,"Starting Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","ES",NA
101043231,2021,1999970,"Consolidator Grants","SH3 - The Social World and its Diversity","PT","Lisbon"
803981,2018,1493976,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","DK","COPENHAGEN"
694354,2015,2497520,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","AT","Vienna"
258865,2010,1470000,"Starting Grants","PE6 - Computer Science & Informatics","FR","PARIS"
741520,2016,2495930,"Advanced Grants","SH6 - The Study of the Human Past","CH","Fribourg"
670874,2014,2500000,"Advanced Grants","PE10 - Earth System Science","BE","Brussels"
263179,2010,1394130,"Starting Grants","SH4 - The Human Mind and its Complexity","FR","PARIS"
832994,2018,2499070,"Advanced Grants","PE5 - Synthetic Chemistry & Materials","UK","OXFORD"
818523,2018,1926210,"Consolidator Grants","SH6 - The Study of the Human Past","NO","OSLO"
